Id,Degree,Betweenness,Closeness,Eigenvector,Name
Sander Greenland,0.000977092606665943,0.0002656653308708775,0.051908661494260454,2.7952950835824113e-09,
Mark A. Hlatky,0.0007599609162957334,0.0,0.05190140357179202,2.7948991249962323e-09,
Muin J. Khoury,0.0007599609162957334,0.0,0.05190140357179202,2.7948991249962323e-09,
Malcolm Macleod,0.003691238736293562,0.000492709331680969,0.052057897531092696,2.954664835513365e-09,
Robert Tibshirani,0.0013027901422212572,0.00059065131641535,0.051923183430613584,2.7958978429138733e-09,
Iveta Simera,0.0003256975355553143,0.0,0.04452694036411641,4.827328720431219e-11,
Simon G. Thompson,0.0003256975355553143,0.0,0.04439646433984649,2.4048723047465158e-11,
Jonathan J Deeks,0.00043426338074041906,9.008200860396905e-07,0.04441771429286305,2.4246184005185118e-11,
Erik von Elm,0.0005428292259255238,0.0,0.03893217665797436,1.7710667265712833e-12,
Matthias Egger,0.001411355987406362,0.0014584431312726662,0.04456168527556501,4.883995551184972e-11,
Stuart Pocock,0.001411355987406362,0.0006502078385031539,0.03894851669329589,1.7721403759876108e-12,
Jan P. Vandenbroucke,0.0005428292259255238,0.0,0.03893217665797436,1.7710667265712833e-12,
Carol Kilkenny,0.00043426338074041906,0.0,0.04060145893852409,5.662036601201817e-12,
William J. Browne,0.003148409510368038,9.30747042157883e-05,0.04680353528501532,1.8523006016820374e-10,
Innes C. Cuthill,0.003148409510368038,9.30747042157883e-05,0.04680353528501532,1.8523006016820374e-10,
Michael Emerson,0.003148409510368038,9.30747042157883e-05,0.04680353528501532,1.8523006016820374e-10,
John J. Bartko,0.00010856584518510477,0.0,0.038781678769832996,6.92142714138864e-13,
Patrick Royston,0.0015199218325914667,0.0003140380559967461,0.03892605267884401,1.3791421654323302e-12,
Karel G. M. Moons,0.0007599609162957334,0.0,0.03881614957078913,9.729400399992748e-13,
Joris A. H. de Groot,0.0007599609162957334,0.0,0.03881614957078913,9.729400399992748e-13,
Walter Bouwmeester,0.0007599609162957334,0.0,0.03881614957078913,9.729400399992748e-13,
Yvonne Vergouwe,0.0011942242970361524,9.186318197396889e-05,0.03885271491997661,1.000625713844967e-12,
Susan Mallett,0.0007599609162957334,0.0,0.03881614957078913,9.729400399992748e-13,
Gary S. Collins,0.0015199218325914667,4.524005643196522e-06,0.0388344236381709,1.2001624778451673e-12,
Karel G.M. Moons,0.0013027901422212572,7.493061846788892e-06,0.038854748348297115,1.1851038179062799e-12,
Diederick E. Grobbee,0.00043426338074041906,0.0,0.0388344236381709,7.223453046762382e-13,
Johannes Schindelin,0.0020627510585169906,4.4552733795056893e-07,0.0026077090265049676,2.5207029790879645e-40,
Ignacio Arganda‐Carreras,0.0016284876777765715,0.0,0.00241805746094097,2.3381080743508233e-40,
Erwin Frise,0.0016284876777765715,0.0,0.00241805746094097,2.3381080743508233e-40,
Verena Kaynig,0.0016284876777765715,0.0,0.00241805746094097,2.3381080743508233e-40,
Mark Longair,0.0016284876777765715,0.0,0.00241805746094097,2.3381080743508233e-40,
Tobias Pietzsch,0.0016284876777765715,0.0,0.00241805746094097,2.3381080743508233e-40,
Stephan Preibisch,0.0016284876777765715,0.0,0.00241805746094097,2.3381080743508233e-40,
Curtis Rueden,0.0035826728911084573,3.669048665475274e-06,0.0035944097392365767,4.322866216592664e-40,
Stephan Saalfeld,0.0016284876777765715,0.0,0.00241805746094097,2.3381080743508233e-40,
Benjamin Schmid,0.0016284876777765715,0.0,0.00241805746094097,2.3381080743508233e-40,
Jean-Yves Tinévez,0.0016284876777765715,0.0,0.00241805746094097,2.3381080743508233e-40,
Daniel J. White,0.0016284876777765715,0.0,0.00241805746094097,2.3381080743508233e-40,
Volker Hartenstein,0.0016284876777765715,0.0,0.00241805746094097,2.3381080743508233e-40,
Kevin W. Eliceiri,0.003799804581478667,7.049814935806064e-06,0.003799804581478667,4.353868513391859e-40,
Pavel Tomančák,0.0016284876777765715,0.0,0.00241805746094097,2.338108074350823e-40,
Albert Cardona,0.0016284876777765715,0.0,0.00241805746094097,2.338108074350823e-40,
Mark Hiner,0.0006513950711106286,0.0,0.002078018130496146,8.120498325002976e-41,
Barry E. DeZonia,0.0006513950711106286,0.0,0.002078018130496146,8.120498325002976e-41,
Alison E. Walter,0.0006513950711106286,0.0,0.002078018130496146,8.120498325002976e-41,
Ellen T. Arena,0.0006513950711106286,0.0,0.002078018130496146,8.120498325002976e-41,
Melissa Linkert,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Chris Allan,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Jean‐Marie Burel,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
William J. Moore,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Andrew Patterson,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Brian Loranger,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Josh Moore,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Carlos Neves,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Donald MacDonald,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Aleksandra Tarkowska,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Caitlin Sticco,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Emma Hill,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Mike Rossner,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Jason R. Swedlow,0.0016284876777765715,0.0,0.00241805746094097,2.2899188825971084e-40,
Caroline A Schneider,0.00021713169037020953,0.0,0.001955781769878725,2.75751503901105e-41,
Wayne Rasband,0.00021713169037020953,0.0,0.001955781769878725,2.75751503901105e-41,
Jill Francis,0.0008685267614808381,0.0,0.03853608495670454,2.8638884636978964e-13,
Martin Eccles,0.0008685267614808381,0.0,0.03853608495670454,2.8638884636978964e-13,
Marie Johnston,0.0008685267614808381,0.0,0.03853608495670454,2.8638884636978964e-13,
Anne Walker,0.0008685267614808381,0.0,0.03853608495670454,2.8638884636978964e-13,
Robbie Foy,0.0008685267614808381,0.0,0.03853608495670454,2.8638884636978964e-13,
Eileen Kaner,0.0008685267614808381,0.0,0.03853608495670454,2.8638884636978964e-13,
Liz Smith,0.0008685267614808381,0.0,0.03853608495670454,2.8638884636978964e-13,
Debbie Bonetti,0.0008685267614808381,0.0,0.03853608495670454,2.8638884636978964e-13,
Jayne F. Tierney,0.00043426338074041906,0.0,0.038462215143037666,2.614647540572112e-13,
Davina Ghersi,0.00043426338074041906,0.0,0.038462215143037666,2.614647540572112e-13,
Sarah Burdett,0.00043426338074041906,0.0,0.038462215143037666,2.614647540572112e-13,
Matthew R. Sydes,0.00043426338074041906,0.0,0.038462215143037666,2.614647540572112e-13,
Elaine Barnett-Page,0.00010856584518510477,0.0,0.03845026293199259,2.547791445898691e-13,
Richard D Riley,0.0013027901422212572,0.00047580483001905904,0.04428787667427746,2.3637552711658362e-11,
Anna Chaimani,0.0008685267614808381,2.2014291992851642e-07,0.04426147240749496,4.824936572120548e-11,
Dimitris Mavridis,0.00043426338074041906,0.0,0.044161422681036996,4.665168126476294e-11,
Panagiota Spyridonos,0.00043426338074041906,0.0,0.044161422681036996,4.665168126476294e-11,
Georgia Salanti,0.0010856584518510477,0.0007706570517467588,0.051738635214364274,2.7005134206140606e-09,
Saskia C. Sanderson,0.00021713169037020953,0.0,0.04415616943382579,2.3348974638947255e-11,
ID Tatt,0.00021713169037020953,0.0,0.04415616943382579,2.3348974638947255e-11,
Adriani Nikolakopoulou,0.0006513950711106286,0.0,0.04425619533179809,4.746997967918151e-11,
Theodoros Papakonstantinou,0.0006513950711106286,0.0,0.04425619533179809,4.746997967918151e-11,
Cinzia Del Giovane,0.0006513950711106286,0.0,0.04425619533179809,4.746997967918151e-11,
A. E. Ades,0.0003256975355553143,0.0,0.05159122145176602,2.6977332791951653e-09,
Paul A. Harris,0.0016284876777765715,3.9339722104203056e-07,0.0016284876777765715,9.821195904267616e-50,
Robert Taylor,0.0005428292259255238,0.0,0.000977092606665943,1.6152837270447215e-50,
Robert J. Thielke,0.0005428292259255238,0.0,0.000977092606665943,1.6152837270447215e-50,
Jonathon Payne,0.0005428292259255238,0.0,0.000977092606665943,1.6152837270447215e-50,
Nathaniel Gonzalez,0.0005428292259255238,0.0,0.000977092606665943,1.6152837270447215e-50,
José G. Conde,0.0005428292259255238,0.0,0.000977092606665943,1.6152837270447215e-50,
Robert J. Taylor,0.0010856584518510477,0.0,0.0012213657583324286,9.092288285573893e-50,
Brenda L. Minor,0.0010856584518510477,0.0,0.0012213657583324286,9.092288285573893e-50,
Veida Elliott,0.0010856584518510477,0.0,0.0012213657583324286,9.092288285573893e-50,
Michelle Fernández,0.0010856584518510477,0.0,0.0012213657583324286,9.092288285573893e-50,
Lindsay O’Neal,0.0010856584518510477,0.0,0.0012213657583324286,9.092288285573893e-50,
Laura McLeod,0.0010856584518510477,0.0,0.0012213657583324286,9.092288285573893e-50,
Giovanni Delacqua,0.0010856584518510477,0.0,0.0012213657583324286,9.092288285573893e-50,
Francesco Delacqua,0.0010856584518510477,0.0,0.0012213657583324286,9.092288285573893e-50,
Jacqueline Kirby,0.0010856584518510477,0.0,0.0012213657583324286,9.092288285573893e-50,
Stephany N. Duda,0.0010856584518510477,0.0,0.0012213657583324286,9.092288285573893e-50,
Anselm L. Strauss,0.00010856584518510477,0.0,0.00010856584518510477,5.406370554110357e-84,
Juliet Corbin,0.00010856584518510477,0.0,0.00010856584518510477,5.406370554110357e-84,
Henri Guitton,0.00010856584518510477,0.0,0.00010856584518510477,5.406370554110357e-84,
Sidney Siegel,0.00010856584518510477,0.0,0.00010856584518510477,5.406370554110357e-84,
Gordon Guyatt,0.0008685267614808381,1.1924408162794642e-06,0.038716958367192335,8.886734566095098e-13,
Gunn Elisabeth Vist,0.0006513950711106286,0.0,0.03864440563692224,6.618124525177363e-13,
Regina Kunz,0.000977092606665943,9.057308705630391e-05,0.038650441310439036,6.619557604151484e-13,
Yngve Falck–Ytter,0.0006513950711106286,0.0,0.03864440563692224,6.618124525177363e-13,
Pablo Alonso‐Coello,0.0006513950711106286,0.0,0.03864440563692224,6.618124525177363e-13,
Holger J. Schünemann,0.0008685267614808381,1.1924408162794642e-06,0.038716958367192335,8.886734566095098e-13,
J. André Knottnerus,0.001845619368146781,0.0015572752910800452,0.0387391816265348,8.673901511673776e-13,
Ian R. White,0.000977092606665943,0.0002656653308708775,0.03867661769684361,6.681720348564556e-13,
John B. Carlin,0.0007599609162957334,0.0,0.03867258825289957,6.680764096969763e-13,
Michael Spratt,0.0007599609162957334,0.0,0.03867258825289957,6.680764096969763e-13,
Michael G. Kenward,0.0007599609162957334,0.0,0.03867258825289957,6.680764096969763e-13,
Angela Wood,0.0007599609162957334,0.0,0.03867258825289957,6.680764096969763e-13,
James R. Carpenter,0.0007599609162957334,0.0,0.03867258825289957,6.680764096969763e-13,
Jiawei Han,0.0007599609162957334,3.931123570152079e-07,0.001330509081417454,4.816539705973837e-61,
Micheline Kamber,0.00021713169037020953,0.0,0.0009062887945887006,1.1039062281652958e-61,
Jian Pei,0.00021713169037020953,0.0,0.0009062887945887006,1.1039062281652958e-61,
Ming-Syan Chen⋆,0.00021713169037020953,0.0,0.001202575515896545,3.794372797963132e-61,
Philip S. Yu,0.001411355987406362,1.100714599642582e-06,0.0017866836236177241,1.5533358236267692e-60,
Hong Cheng,0.0003256975355553143,0.0,0.000919616570979711,1.4321392702673211e-61,
Dong Xin,0.0003256975355553143,0.0,0.000919616570979711,1.4321392702673211e-61,
Xifeng Yan,0.0003256975355553143,0.0,0.000919616570979711,1.4321392702673211e-61,
Guangchuang Yu,0.0017370535229616763,1.7296943708669148e-06,0.0017370535229616763,4.479880057603278e-45,
Li-Gen Wang,0.0003256975355553143,0.0,0.0009583743574960972,4.065299743337097e-46,
Yanyan Han,0.0003256975355553143,0.0,0.0009583743574960972,4.065299743337097e-46,
Qing‐Yu He,0.0003256975355553143,0.0,0.0009583743574960972,4.065299743337097e-46,
Tianzhi Wu,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Erqiang Hu,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Shuangbin Xu,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Meijun Chen,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Pingfan Guo,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Zehan Dai,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Tingze Feng,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Lang Zhou,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Wenli Tang,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Li Zhan,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Xiaocong Fu,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Shanshan Liu,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
Xiaochen Bo,0.001411355987406362,0.0,0.0014627819140729905,4.39288953711935e-45,
P. Armitage,0.00010856584518510477,0.0,0.0001930059469957418,3.577507138874046e-77,
Andy P. Field,0.00021713169037020953,0.0,0.00021713169037020953,3.7579692638543e-80,
Jeremy N. V. Miles,0.00010856584518510477,0.0,0.00014475446024680635,2.657285549961994e-80,
Raphael Gillett,0.00010856584518510477,0.0,0.00014475446024680635,2.657285549961994e-80,
Ian H. Witten,0.0006513950711106286,3.931123570152079e-08,0.0006513950711106286,1.4515236368797766e-61,
Eibe Frank,0.0006513950711106286,3.931123570152079e-08,0.0006513950711106286,1.4515236368797766e-61,
Mark A. Hall,0.00021713169037020953,0.0,0.00039083704266637716,5.6528459802864304e-62,
Mark Hall,0.0005428292259255238,0.0,0.0005583386323805388,1.3593909665988174e-61,
Geoffrey Holmes,0.0005428292259255238,0.0,0.0005583386323805388,1.3593909665988174e-61,
Bernhard Pfahringer,0.0005428292259255238,0.0,0.0005583386323805388,1.3593909665988174e-61,
Peter Reutemann,0.0005428292259255238,0.0,0.0005583386323805388,1.3593909665988174e-61,
Trevor Hastie,0.0006513950711106286,3.0387585197275572e-05,0.043913266100255116,2.430852391923221e-11,
J. Friedman,0.00021713169037020953,0.0,0.04390287857427043,2.3709239614862935e-11,
Jerome H. Friedman,0.00021713169037020953,0.0,0.04390287857427043,2.3709239614862935e-11,
Gareth James,0.0003256975355553143,0.0,0.04390547499502709,2.39106784357932e-11,
Daniela Witten,0.0003256975355553143,0.0,0.04390547499502709,2.39106784357932e-11,
John M. Chambers,0.00010856584518510477,0.0,0.03803266786326399,2.0479835421276874e-13,
Eric S. Lander,0.011290847899250896,0.004496990575357276,0.07548527470166884,0.0007840323180011481,
Lauren Linton,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Bruce W. Birren,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Chad Nusbaum,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Michael C. Zody,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Jennifer Baldwin,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Keri Devon,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Ken Dewar,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Michael P. Doyle,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
William W. Fitzhugh,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Roel Funke,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Diane Gage,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Katrina L. Harris,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Andrew Heaford,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
John G. Howland,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Lisa Kann,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Jessica A. Lehoczky,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
R Paul Levine,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Paul McEwan,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Kevin McKernan,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
James C. Meldrim,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Jill P. Mesirov,0.011507979589621105,0.008551830142086997,0.07613554268186985,0.0007842677967307744,
Cher Miranda,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
William Morris,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Jerome W. Naylor,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Christina Raymond,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Mark Rosetti,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Ralph Santos,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Andrew Sheridan,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Carrie Sougnez,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Nicole Stange-Thomann,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Nikola M. Stojanović,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Aravind Subramanian,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Dudley Wyman,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Jane Rogers,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
John Sulston,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
R. Ainscough,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Stephan Beck,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
David Bentley,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
John H. Burton,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Christopher Clee,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Nigel Carter,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Alan Coulson,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Rebecca Deadman,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Panos Deloukas,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Andrew Dunham,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Ian Dunham,0.011833677125176419,0.0008294670733020885,0.07255645784703998,0.0007838152240460455,
Richard Durbin,0.011073716208880686,9.057308705630391e-05,0.07247853916732529,0.0007833920022733876,
Lisa French,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Darren Grafham,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Simon G. Gregory,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Tim Hubbard,0.016284876777765717,0.0038429862410248425,0.07806495023037992,0.0011242714659612165,
Sean Humphray,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Adrienne Hunt,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Matthew C. Jones,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Christine Lloyd,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Amanda A. McMurray,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Lucy Matthews,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Simon Mercer,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Sarah Milne,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
James C. Mullikin,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Andrew J. Mungall,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
R. W. Plumb,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Mark T. Ross,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
R. Shownkeen,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Sarah Sims,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
R Waterston,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Richard K. Wilson,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
LaDeana W. Hillier,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
John D. McPherson,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Marco A. Marra,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
Elaine R. Mardis,0.013570730648138095,0.006913861408491902,0.07684480661328155,0.0007885386086213934,
Lucinda A. Fulton,0.010748018673325373,0.0,0.07245731765478362,0.0007832258509584851,
