Id,Degree,Betweenness,Closeness,Eigenvector
Lesley Stewart,0.003148409510368038,0.00024622403628951883,0.044478921376245456,2.7890770646124553e-11
James Thomas,0.002822711974812724,6.16267360073537e-05,0.044470928279077095,2.78848079138859e-11
Andrea C. Tricco,0.0033655412007382477,2.616896594038356e-06,0.044484251704171196,2.9036934991276187e-11
Vivian Welch,0.002714146129627619,0.0,0.04446826455171687,2.7882886692656217e-11
Penny Whiting,0.002714146129627619,0.0,0.04446826455171687,2.7882886692656217e-11
Julian P. T. Higgins,0.002822711974812724,0.002648228418833986,0.052281526527529085,2.5760598904295388e-09
Doug Altman,0.000977092606665943,0.0,0.04463133802398179,6.894092064926653e-11
Peter C Gøtzsche,0.0015199218325914667,0.0002482563716181162,0.044771298799355506,6.996779045408197e-11
Peter Jüni,0.000977092606665943,0.0,0.04463133802398179,6.894092064926653e-11
Andrew D Oxman,0.001845619368146781,0.0013788707132453841,0.044709284955791205,6.918163013688526e-11
Jelena Savović,0.000977092606665943,0.0,0.04463133802398179,6.894092064926653e-11
Kenneth F. Schulz,0.001845619368146781,0.0011361586554500228,0.052307311822089274,2.6396080940018755e-09
Laura Weeks,0.000977092606665943,0.0,0.04463133802398179,6.894092064926653e-11
Jonathan Sterne,0.0017370535229616763,0.0005836656940190967,0.044679686849477186,6.898151767159734e-11
Beverley Shea,0.000977092606665943,0.0,0.04446826455171687,2.3703416396377825e-11
George A. Wells,0.000977092606665943,0.0,0.04446826455171687,2.3703416396377825e-11
Maarten Boers,0.000977092606665943,0.0,0.04446826455171687,2.3703416396377825e-11
Neil Andersson,0.000977092606665943,0.0,0.04446826455171687,2.3703416396377825e-11
Candyce Hamel,0.000977092606665943,0.0,0.04446826455171687,2.3703416396377825e-11
Ashley C Porter,0.000977092606665943,0.0,0.04446826455171687,2.3703416396377825e-11
Peter Tugwell,0.001411355987406362,0.00033082563126834703,0.04454564242715187,2.4294920019999028e-11
L.M. Bouter,0.000977092606665943,0.0,0.04446826455171687,2.3703416396377825e-11
Johannes B. Reitsma,0.003148409510368038,0.0002856906472321222,0.04463938889368727,2.599481548394941e-11
David E. Bruns,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Constantine Gatsonis,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Paul Glasziou,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Les Irwig,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Jeroen G. Lijmer,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Drummond Rennie,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Henrica C. W. de Vet,0.0020627510585169906,0.00018473875415211312,0.044599163564274485,2.574745553387609e-11
Herbert Y. Kressel,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Nader Rifai,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Robert Golub,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Lotty Hooft,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Daniël A. Korevaar,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Jérémie F. Cohen,0.0017370535229616763,0.0,0.04459112719628284,2.574204374957458e-11
Heather Colquhoun,0.0007599609162957334,0.0,0.04438584698618396,2.3282399104954396e-11
Danielle Levac,0.0007599609162957334,0.0,0.04438584698618396,2.3282399104954396e-11
Kelly K. O’Brien,0.0007599609162957334,0.0,0.04438584698618396,2.3282399104954396e-11
Sharon E. Straus,0.0007599609162957334,0.0,0.04438584698618396,2.3282399104954396e-11
Laure Perrier,0.0007599609162957334,0.0,0.04438584698618396,2.3282399104954396e-11
Monika Kastner,0.0007599609162957334,0.0,0.04438584698618396,2.3282399104954396e-11
John P. A. Ioannidis,0.003148409510368038,0.013925893382558271,0.0624230788439345,2.983094882072278e-07
Sander Greenland,0.000977092606665943,0.00012320632072472475,0.051908661494260454,2.6137254984192095e-09
Mark A. Hlatky,0.0007599609162957334,0.0,0.05190140357179202,2.6133630377046127e-09
Muin J. Khoury,0.0007599609162957334,0.0,0.05190140357179202,2.6133630377046127e-09
Malcolm Macleod,0.003691238736293562,0.000806968400908513,0.052057897531092696,2.7127142273905676e-09
Robert Tibshirani,0.0013027901422212572,0.00036911208580686053,0.051923183430613584,2.6142771552408845e-09
Iveta Simera,0.0003256975355553143,0.0,0.04452694036411641,4.466119983251504e-11
Simon G. Thompson,0.0003256975355553143,0.0,0.04439646433984649,2.224768094905915e-11
Jonathan J Deeks,0.00043426338074041906,6.849005532423641e-07,0.04441771429286305,2.2428460900957197e-11
Erik von Elm,0.0005428292259255238,0.0,0.03893217665797436,1.604893885361942e-12
Matthias Egger,0.001411355987406362,0.0015506491925251268,0.04456168527556501,4.518931337529316e-11
Stuart Pocock,0.001411355987406362,0.0004916936519393149,0.03894851669329589,1.605836677514568e-12
Jan P. Vandenbroucke,0.0005428292259255238,0.0,0.03893217665797436,1.6048938853619417e-12
Carol Kilkenny,0.00043426338074041906,0.0,0.04060145893852409,3.767806442477888e-12
William J. Browne,0.003148409510368038,0.00010171892157948997,0.04680353528501532,1.224200094210296e-10
Innes C. Cuthill,0.003148409510368038,0.00010171892157948997,0.04680353528501532,1.224200094210296e-10
Michael Emerson,0.003148409510368038,0.00010171892157948997,0.04680353528501532,1.224200094210296e-10
John J. Bartko,0.00010856584518510477,0.0,0.038781678769832996,6.188421012620871e-13
Patrick Royston,0.0015199218325914667,0.0001991832150433765,0.03892605267884401,1.2460625975189672e-12
Karel G. M. Moons,0.0007599609162957334,0.0,0.03881614957078913,8.738223009257345e-13
Joris A. H. de Groot,0.0007599609162957334,0.0,0.03881614957078913,8.738223009257345e-13
Walter Bouwmeester,0.0007599609162957334,0.0,0.03881614957078913,8.738223009257345e-13
Yvonne Vergouwe,0.0011942242970361524,0.000185579993040058,0.03885271491997661,8.98382586665969e-13
Susan Mallett,0.0007599609162957334,0.0,0.03881614957078913,8.738223009257345e-13
Gary S. Collins,0.0015199218325914667,4.179989923208005e-06,0.0388344236381709,1.0812697061966369e-12
Karel G.M. Moons,0.0013027901422212572,6.178680715251306e-06,0.038854748348297115,1.0679913257442884e-12
Diederick E. Grobbee,0.00043426338074041906,0.0,0.0388344236381709,6.456529474555616e-13
Johannes Schindelin,0.0020627510585169906,4.0864451318316664e-07,0.0026077090265049676,0.0
Ignacio Arganda‐Carreras,0.0016284876777765715,0.0,0.00241805746094097,0.0
Erwin Frise,0.0016284876777765715,0.0,0.00241805746094097,0.0
Verena Kaynig,0.0016284876777765715,0.0,0.00241805746094097,0.0
Mark Longair,0.0016284876777765715,0.0,0.00241805746094097,0.0
Tobias Pietzsch,0.0016284876777765715,0.0,0.00241805746094097,0.0
Stephan Preibisch,0.0016284876777765715,0.0,0.00241805746094097,0.0
Curtis Rueden,0.0035826728911084573,3.37917578209157e-06,0.0035944097392365767,0.0
Stephan Saalfeld,0.0016284876777765715,0.0,0.00241805746094097,0.0
Benjamin Schmid,0.0016284876777765715,0.0,0.00241805746094097,0.0
Jean-Yves Tinévez,0.0016284876777765715,0.0,0.00241805746094097,0.0
Daniel J. White,0.0016284876777765715,0.0,0.00241805746094097,0.0
Volker Hartenstein,0.0016284876777765715,0.0,0.00241805746094097,0.0
Kevin W. Eliceiri,0.003799804581478667,4.935168351519783e-06,0.003799804581478667,0.0
Pavel Tomančák,0.0016284876777765715,0.0,0.00241805746094097,0.0
Albert Cardona,0.0016284876777765715,0.0,0.00241805746094097,0.0
Mark Hiner,0.0006513950711106286,0.0,0.002078018130496146,0.0
Barry E. DeZonia,0.0006513950711106286,0.0,0.002078018130496146,0.0
Alison E. Walter,0.0006513950711106286,0.0,0.002078018130496146,0.0
Ellen T. Arena,0.0006513950711106286,0.0,0.002078018130496146,0.0
Melissa Linkert,0.0016284876777765715,0.0,0.00241805746094097,0.0
Chris Allan,0.0016284876777765715,0.0,0.00241805746094097,0.0
Jean‐Marie Burel,0.0016284876777765715,0.0,0.00241805746094097,0.0
William J. Moore,0.0016284876777765715,0.0,0.00241805746094097,0.0
Andrew Patterson,0.0016284876777765715,0.0,0.00241805746094097,0.0
Brian Loranger,0.0016284876777765715,0.0,0.00241805746094097,0.0
Josh Moore,0.0016284876777765715,0.0,0.00241805746094097,0.0
Carlos Neves,0.0016284876777765715,0.0,0.00241805746094097,0.0
Donald MacDonald,0.0016284876777765715,0.0,0.00241805746094097,0.0
Aleksandra Tarkowska,0.0016284876777765715,0.0,0.00241805746094097,0.0
Caitlin Sticco,0.0016284876777765715,0.0,0.00241805746094097,0.0
Emma Hill,0.0016284876777765715,0.0,0.00241805746094097,0.0
Mike Rossner,0.0016284876777765715,0.0,0.00241805746094097,0.0
Jason R. Swedlow,0.0016284876777765715,0.0,0.00241805746094097,0.0
Caroline A Schneider,0.00021713169037020953,0.0,0.001955781769878725,0.0
Wayne Rasband,0.00021713169037020953,0.0,0.001955781769878725,0.0
Jill Francis,0.0008685267614808381,0.0,0.03853608495670454,2.607767217633851e-13
Martin Eccles,0.0008685267614808381,0.0,0.03853608495670454,2.6077672176338514e-13
Marie Johnston,0.0008685267614808381,0.0,0.03853608495670454,2.6077672176338514e-13
Anne Walker,0.0008685267614808381,0.0,0.03853608495670454,2.607767217633851e-13
Robbie Foy,0.0008685267614808381,0.0,0.03853608495670454,2.6077672176338514e-13
Eileen Kaner,0.0008685267614808381,0.0,0.03853608495670454,2.607767217633851e-13
Liz Smith,0.0008685267614808381,0.0,0.03853608495670454,2.607767217633851e-13
Debbie Bonetti,0.0008685267614808381,0.0,0.03853608495670454,2.607767217633851e-13
Jayne F. Tierney,0.00043426338074041906,0.0,0.038462215143037666,2.3833629769966676e-13
Davina Ghersi,0.00043426338074041906,0.0,0.038462215143037666,2.3833629769966676e-13
Sarah Burdett,0.00043426338074041906,0.0,0.038462215143037666,2.3833629769966676e-13
Matthew R. Sydes,0.00043426338074041906,0.0,0.038462215143037666,2.3833629769966676e-13
Elaine Barnett-Page,0.00010856584518510477,0.0,0.03845026293199259,2.323242073483624e-13
Richard D Riley,0.0013027901422212572,0.0002869806875341763,0.04428787667427746,2.1884389878143585e-11
Anna Chaimani,0.0008685267614808381,5.280944478059379e-07,0.04426147240749496,4.466520279554296e-11
Dimitris Mavridis,0.00043426338074041906,0.0,0.044161422681036996,4.3202689088231793e-11
Panagiota Spyridonos,0.00043426338074041906,0.0,0.044161422681036996,4.3202689088231793e-11
Georgia Salanti,0.0010856584518510477,0.0009120608503729937,0.051738635214364274,2.5264570170503483e-09
Saskia C. Sanderson,0.00021713169037020953,0.0,0.04415616943382579,2.162210770542486e-11
ID Tatt,0.00021713169037020953,0.0,0.04415616943382579,2.162210770542486e-11
Adriani Nikolakopoulou,0.0006513950711106286,0.0,0.04425619533179809,4.3951448495919886e-11
Theodoros Papakonstantinou,0.0006513950711106286,0.0,0.04425619533179809,4.3951448495919886e-11
Cinzia Del Giovane,0.0006513950711106286,0.0,0.04425619533179809,4.3951448495919886e-11
A. E. Ades,0.0003256975355553143,0.0,0.05159122145176602,2.523911780866566e-09
Paul A. Harris,0.0016284876777765715,1.178782249566827e-06,0.0016284876777765715,0.0
Robert Taylor,0.0005428292259255238,0.0,0.000977092606665943,0.0
Robert J. Thielke,0.0005428292259255238,0.0,0.000977092606665943,0.0
Jonathon Payne,0.0005428292259255238,0.0,0.000977092606665943,0.0
Nathaniel Gonzalez,0.0005428292259255238,0.0,0.000977092606665943,0.0
José G. Conde,0.0005428292259255238,0.0,0.000977092606665943,0.0
Robert J. Taylor,0.0010856584518510477,0.0,0.0012213657583324286,0.0
Brenda L. Minor,0.0010856584518510477,0.0,0.0012213657583324286,0.0
Veida Elliott,0.0010856584518510477,0.0,0.0012213657583324286,0.0
Michelle Fernández,0.0010856584518510477,0.0,0.0012213657583324286,0.0
Lindsay O’Neal,0.0010856584518510477,0.0,0.0012213657583324286,0.0
Laura McLeod,0.0010856584518510477,0.0,0.0012213657583324286,0.0
Giovanni Delacqua,0.0010856584518510477,0.0,0.0012213657583324286,0.0
Francesco Delacqua,0.0010856584518510477,0.0,0.0012213657583324286,0.0
Jacqueline Kirby,0.0010856584518510477,0.0,0.0012213657583324286,0.0
Stephany N. Duda,0.0010856584518510477,0.0,0.0012213657583324286,0.0
Anselm L. Strauss,0.00010856584518510477,0.0,0.00010856584518510477,0.0
Juliet Corbin,0.00010856584518510477,0.0,0.00010856584518510477,0.0
Henri Guitton,0.00010856584518510477,0.0,0.00010856584518510477,0.0
Sidney Siegel,0.00010856584518510477,0.0,0.00010856584518510477,0.0
Gordon Guyatt,0.0008685267614808381,1.7603148260197957e-06,0.038716958367192335,8.122252097341833e-13
Gunn Elisabeth Vist,0.0006513950711106286,0.0,0.03864440563692224,6.049554773870785e-13
Regina Kunz,0.000977092606665943,0.00018473875415211312,0.038650441310439036,6.050828524170604e-13
Yngve Falck–Ytter,0.0006513950711106286,0.0,0.03864440563692224,6.049554773870785e-13
Pablo Alonso‐Coello,0.0006513950711106286,0.0,0.03864440563692224,6.049554773870785e-13
Holger J. Schünemann,0.0008685267614808381,1.7603148260197957e-06,0.038716958367192335,8.122252097341833e-13
J. André Knottnerus,0.001845619368146781,0.0011020671007650178,0.0387391816265348,7.930073078301154e-13
Ian R. White,0.000977092606665943,0.00012320632072472475,0.03867661769684361,6.105432391980051e-13
John B. Carlin,0.0007599609162957334,0.0,0.03867258825289957,6.104582732100195e-13
Michael Spratt,0.0007599609162957334,0.0,0.03867258825289957,6.104582732100195e-13
Michael G. Kenward,0.0007599609162957334,0.0,0.03867258825289957,6.104582732100195e-13
Angela Wood,0.0007599609162957334,0.0,0.03867258825289957,6.104582732100195e-13
James R. Carpenter,0.0007599609162957334,0.0,0.03867258825289957,6.104582732100195e-13
Jiawei Han,0.0007599609162957334,2.38114014412499e-06,0.001330509081417454,0.0
Micheline Kamber,0.00021713169037020953,0.0,0.0009062887945887006,0.0
Jian Pei,0.00021713169037020953,0.0,0.0009062887945887006,0.0
Ming-Syan Chen⋆,0.00021713169037020953,0.0,0.001202575515896545,0.0
Philip S. Yu,0.001411355987406362,4.738704643258644e-06,0.0017866836236177241,0.0
Hong Cheng,0.0003256975355553143,0.0,0.000919616570979711,0.0
Dong Xin,0.0003256975355553143,0.0,0.000919616570979711,0.0
Xifeng Yan,0.0003256975355553143,0.0,0.000919616570979711,0.0
Guangchuang Yu,0.0017370535229616763,9.19450154662125e-07,0.0017370535229616763,0.0
Li-Gen Wang,0.0003256975355553143,0.0,0.0009583743574960972,0.0
Yanyan Han,0.0003256975355553143,0.0,0.0009583743574960972,0.0
Qing‐Yu He,0.0003256975355553143,0.0,0.0009583743574960972,0.0
Tianzhi Wu,0.001411355987406362,0.0,0.0014627819140729905,0.0
Erqiang Hu,0.001411355987406362,0.0,0.0014627819140729905,0.0
Shuangbin Xu,0.001411355987406362,0.0,0.0014627819140729905,0.0
Meijun Chen,0.001411355987406362,0.0,0.0014627819140729905,0.0
Pingfan Guo,0.001411355987406362,0.0,0.0014627819140729905,0.0
Zehan Dai,0.001411355987406362,0.0,0.0014627819140729905,0.0
Tingze Feng,0.001411355987406362,0.0,0.0014627819140729905,0.0
Lang Zhou,0.001411355987406362,0.0,0.0014627819140729905,0.0
Wenli Tang,0.001411355987406362,0.0,0.0014627819140729905,0.0
Li Zhan,0.001411355987406362,0.0,0.0014627819140729905,0.0
Xiaocong Fu,0.001411355987406362,0.0,0.0014627819140729905,0.0
Shanshan Liu,0.001411355987406362,0.0,0.0014627819140729905,0.0
Xiaochen Bo,0.001411355987406362,0.0,0.0014627819140729905,0.0
P. Armitage,0.00010856584518510477,0.0,0.0001930059469957418,0.0
Andy P. Field,0.00021713169037020953,2.357564499133654e-08,0.00021713169037020953,0.0
Jeremy N. V. Miles,0.00010856584518510477,0.0,0.00014475446024680635,0.0
Raphael Gillett,0.00010856584518510477,0.0,0.00014475446024680635,0.0
Ian H. Witten,0.0006513950711106286,4.715128998267308e-08,0.0006513950711106286,0.0
Eibe Frank,0.0006513950711106286,4.715128998267308e-08,0.0006513950711106286,0.0
Mark A. Hall,0.00021713169037020953,0.0,0.00039083704266637716,0.0
Mark Hall,0.0005428292259255238,0.0,0.0005583386323805388,0.0
Geoffrey Holmes,0.0005428292259255238,0.0,0.0005583386323805388,0.0
Bernhard Pfahringer,0.0005428292259255238,0.0,0.0005583386323805388,0.0
Peter Reutemann,0.0005428292259255238,0.0,0.0005583386323805388,0.0
Trevor Hastie,0.0006513950711106286,6.168567511983206e-05,0.043913266100255116,2.2496493677368524e-11
J. Friedman,0.00021713169037020953,0.0,0.04390287857427043,2.1947975457529643e-11
Jerome H. Friedman,0.00021713169037020953,0.0,0.04390287857427043,2.1947975457529643e-11
Gareth James,0.0003256975355553143,0.0,0.04390547499502709,2.2132330632991537e-11
Daniela Witten,0.0003256975355553143,0.0,0.04390547499502709,2.2132330632991537e-11
John M. Chambers,0.00010856584518510477,0.0,0.03803266786326399,1.873909526524469e-13
Eric S. Lander,0.011290847899250896,0.004155117650335103,0.07548527470166884,0.0007494981462312576
Lauren Linton,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Bruce W. Birren,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Chad Nusbaum,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Michael C. Zody,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Jennifer Baldwin,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Keri Devon,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Ken Dewar,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Michael P. Doyle,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
William W. Fitzhugh,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Roel Funke,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Diane Gage,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Katrina L. Harris,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Andrew Heaford,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
John G. Howland,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Lisa Kann,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Jessica A. Lehoczky,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
R Paul Levine,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Paul McEwan,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Kevin McKernan,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
James C. Meldrim,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Jill P. Mesirov,0.011507979589621105,0.00766319440020572,0.07613554268186985,0.0007496366636383201
Cher Miranda,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
William Morris,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Jerome W. Naylor,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Christina Raymond,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Mark Rosetti,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Ralph Santos,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Andrew Sheridan,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Carrie Sougnez,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Nicole Stange-Thomann,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Nikola M. Stojanović,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Aravind Subramanian,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Dudley Wyman,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Jane Rogers,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
John Sulston,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
R. Ainscough,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Stephan Beck,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
David Bentley,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
John H. Burton,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Christopher Clee,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Nigel Carter,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Alan Coulson,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Rebecca Deadman,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Panos Deloukas,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Andrew Dunham,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Ian Dunham,0.011833677125176419,0.0008584835367145287,0.07255645784703998,0.0007494579343313958
Richard Durbin,0.011073716208880686,0.00018473875415211306,0.07247853916732529,0.0007490593447558385
Lisa French,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Darren Grafham,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Simon G. Gregory,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Tim Hubbard,0.016284876777765717,0.004090973315256494,0.07806495023037992,0.001089655479827471
Sean Humphray,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Adrienne Hunt,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Matthew C. Jones,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Christine Lloyd,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Amanda A. McMurray,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Lucy Matthews,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Simon Mercer,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Sarah Milne,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
James C. Mullikin,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Andrew J. Mungall,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
R. W. Plumb,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Mark T. Ross,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
R. Shownkeen,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Sarah Sims,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
R Waterston,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Richard K. Wilson,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
LaDeana W. Hillier,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
John D. McPherson,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Marco A. Marra,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Elaine R. Mardis,0.013570730648138095,0.0060543218903970015,0.07684480661328155,0.0007540970874410947
Lucinda A. Fulton,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Asif Chinwalla,0.021278905656280534,0.004029891647741158,0.08345297624673033,0.005968235059168566
Kymberlie Pepin,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Warren Gish,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Stephanie L. Chissoe,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Michael C. Wendl,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Kim D. Delehaunty,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Tracie L. Miner,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Andrew Delehaunty,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Jason Kramer,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Lisa L. Cook,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Robert S. Fulton,0.021278905656280534,0.004029891647741158,0.08345297624673033,0.005968235059168566
D. Johnson,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Patrick Minx,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Sandra W. Clifton,0.021278905656280534,0.004029891647741158,0.08345297624673033,0.005968235059168565
Trevor Hawkins,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Elbert Branscomb,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Paul Predki,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Paul Richardson,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Sarah Wenning,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Tom Slezak,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Norman A. Doggett,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Jan‐Fang Cheng,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Anne S. Olsen,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Susan Lucas,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
Christopher J. Elkin,0.010748018673325373,0.0,0.07245731765478362,0.0007489027380508026
