Id,Louvain,Leiden,FastGreedy,Degree,Betweenness,Closeness,Eigenvector,Name
Steve McDonald,2,2,2,0.002714146129627619,0.0,0.04446826455171687,3.0027253627937505e-11,
Luke A. McGuinness,2,2,2,0.002822711974812724,8.667585881064887e-06,0.04457506314565674,5.284343951038678e-11,
Lesley Stewart,2,2,2,0.003148409510368038,0.00024622403628951883,0.044478921376245456,3.0035954194057216e-11,
James Thomas,2,2,2,0.002822711974812724,6.16267360073537e-05,0.044470928279077095,3.0029373024962086e-11,
Andrea C. Tricco,2,2,2,0.0033655412007382477,2.616896594038356e-06,0.044484251704171196,3.128064837079502e-11,
Vivian Welch,2,2,2,0.002714146129627619,0.0,0.04446826455171687,3.0027253627937505e-11,
Penny Whiting,2,2,2,0.002714146129627619,0.0,0.04446826455171687,3.0027253627937505e-11,
Julian P. T. Higgins,2,2,2,0.002822711974812724,0.002648228418833986,0.052281526527529085,2.7383492808107977e-09,
Doug Altman,2,2,2,0.000977092606665943,0.0,0.04463133802398179,7.404625335922869e-11,
Peter C Gøtzsche,2,2,2,0.0015199218325914667,0.0002482563716181162,0.044771298799355506,7.51772686881337e-11,
Peter Jüni,2,2,2,0.000977092606665943,0.0,0.04463133802398179,7.404625335922869e-11,
Andrew D Oxman,2,2,2,0.001845619368146781,0.0013788707132453841,0.044709284955791205,7.43083692458137e-11,
Jelena Savović,2,2,2,0.000977092606665943,0.0,0.04463133802398179,7.404625335922869e-11,
Kenneth F. Schulz,2,2,2,0.001845619368146781,0.0011361586554500228,0.052307311822089274,2.8070401751257545e-09,
Laura Weeks,2,2,2,0.000977092606665943,0.0,0.04463133802398179,7.40462533592287e-11,
Jonathan Sterne,2,2,2,0.0017370535229616763,0.0005836656940190967,0.044679686849477186,7.409108073722453e-11,
Beverley Shea,2,2,2,0.000977092606665943,0.0,0.04446826455171687,2.5471536401245817e-11,
George A. Wells,2,2,2,0.000977092606665943,0.0,0.04446826455171687,2.5471536401245817e-11,
Maarten Boers,2,2,2,0.000977092606665943,0.0,0.04446826455171687,2.5471536401245817e-11,
Neil Andersson,2,2,2,0.000977092606665943,0.0,0.04446826455171687,2.5471536401245817e-11,
Candyce Hamel,2,2,2,0.000977092606665943,0.0,0.04446826455171687,2.5471536401245817e-11,
Ashley C Porter,2,2,2,0.000977092606665943,0.0,0.04446826455171687,2.5471536401245817e-11,
Peter Tugwell,2,2,2,0.001411355987406362,0.00033082563126834703,0.04454564242715187,2.6114072846693815e-11,
L.M. Bouter,2,2,2,0.000977092606665943,0.0,0.04446826455171687,2.5471536401245817e-11,
Johannes B. Reitsma,2,2,2,0.003148409510368038,0.0002856906472321222,0.04463938889368727,2.7983880766679408e-11,
David E. Bruns,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Constantine Gatsonis,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Paul Glasziou,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Les Irwig,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Jeroen G. Lijmer,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Drummond Rennie,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Henrica C. W. de Vet,2,2,2,0.0020627510585169906,0.00018473875415211312,0.044599163564274485,2.771334302713729e-11,
Herbert Y. Kressel,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Nader Rifai,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Robert Golub,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Lotty Hooft,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Daniël A. Korevaar,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Jérémie F. Cohen,2,2,2,0.0017370535229616763,0.0,0.04459112719628284,2.7707375531056264e-11,
Heather Colquhoun,2,2,2,0.0007599609162957334,0.0,0.04438584698618396,2.5013733769311218e-11,
Danielle Levac,2,2,2,0.0007599609162957334,0.0,0.04438584698618396,2.5013733769311218e-11,
Kelly K. O’Brien,2,2,2,0.0007599609162957334,0.0,0.04438584698618396,2.5013733769311218e-11,
Sharon E. Straus,2,2,2,0.0007599609162957334,0.0,0.04438584698618396,2.5013733769311218e-11,
Laure Perrier,2,2,2,0.0007599609162957334,0.0,0.04438584698618396,2.5013733769311218e-11,
Monika Kastner,2,2,2,0.0007599609162957334,0.0,0.04438584698618396,2.5013733769311218e-11,
John P. A. Ioannidis,2,2,2,0.003148409510368038,0.013925893382558271,0.0624230788439345,3.144020590941122e-07,
Sander Greenland,2,2,2,0.000977092606665943,0.00012320632072472475,0.051908661494260454,2.779194719476327e-09,
Mark A. Hlatky,2,2,2,0.0007599609162957334,0.0,0.05190140357179202,2.778801416286061e-09,
Muin J. Khoury,2,2,2,0.0007599609162957334,0.0,0.05190140357179202,2.778801416286061e-09,
Malcolm Macleod,2,2,2,0.003691238736293562,0.000806968400908513,0.052057897531092696,2.9366983703704007e-09,
Robert Tibshirani,2,2,2,0.0013027901422212572,0.00036911208580686053,0.051923183430613584,2.7797934320404202e-09,
Iveta Simera,2,2,2,0.0003256975355553143,0.0,0.04452694036411641,4.7971609480633904e-11,
Simon G. Thompson,2,2,2,0.0003256975355553143,0.0,0.04439646433984649,2.389843167252047e-11,
Jonathan J Deeks,2,2,2,0.00043426338074041906,6.849005532423641e-07,0.04441771429286305,2.409456856359708e-11,
Erik von Elm,2,2,2,0.0005428292259255238,0.0,0.03893217665797436,1.7588608216567419e-12,
Matthias Egger,2,2,2,0.001411355987406362,0.0015506491925251268,0.04456168527556501,4.853464271787904e-11,
Stuart Pocock,2,2,2,0.001411355987406362,0.0004916936519393149,0.03894851669329589,1.7599259677388653e-12,
Jan P. Vandenbroucke,2,2,2,0.0005428292259255238,0.0,0.03893217665797436,1.7588608216567419e-12,
Carol Kilkenny,2,2,2,0.00043426338074041906,0.0,0.04060145893852409,5.599755462273499e-12,
William J. Browne,2,2,2,0.003148409510368038,0.00010171892157948997,0.04680353528501532,1.8319339148487346e-10,
Innes C. Cuthill,2,2,2,0.003148409510368038,0.00010171892157948997,0.04680353528501532,1.8319339148487346e-10,
Michael Emerson,2,2,2,0.003148409510368038,0.00010171892157948997,0.04680353528501532,1.8319339148487346e-10,
John J. Bartko,2,2,2,0.00010856584518510477,0.0,0.038781678769832996,6.872275714003952e-13,
Patrick Royston,2,2,2,0.0015199218325914667,0.0001991832150433765,0.03892605267884401,1.3695615789450259e-12,
Karel G. M. Moons,2,2,2,0.0007599609162957334,0.0,0.03881614957078913,9.660791842319978e-13,
Joris A. H. de Groot,2,2,2,0.0007599609162957334,0.0,0.03881614957078913,9.660791842319978e-13,
Walter Bouwmeester,2,2,2,0.0007599609162957334,0.0,0.03881614957078913,9.660791842319978e-13,
Yvonne Vergouwe,2,2,2,0.0011942242970361524,0.000185579993040058,0.03885271491997661,9.935571842382423e-13,
Susan Mallett,2,2,2,0.0007599609162957334,0.0,0.03881614957078913,9.660791842319978e-13,
Gary S. Collins,2,2,2,0.0015199218325914667,4.179989923208005e-06,0.0388344236381709,1.1917583611903635e-12,
Karel G.M. Moons,2,2,2,0.0013027901422212572,6.178680715251306e-06,0.038854748348297115,1.1768142748336637e-12,
Diederick E. Grobbee,2,2,2,0.00043426338074041906,0.0,0.0388344236381709,7.172037291253848e-13,
Johannes Schindelin,4,5,4,0.0020627510585169906,4.0864451318316664e-07,0.0026077090265049676,2.4800387618779425e-40,
Ignacio Arganda‐Carreras,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Erwin Frise,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Verena Kaynig,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Mark Longair,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Tobias Pietzsch,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Stephan Preibisch,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Curtis Rueden,4,5,4,0.0035826728911084573,3.37917578209157e-06,0.0035944097392365767,4.2531293327710754e-40,
Stephan Saalfeld,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Benjamin Schmid,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Jean-Yves Tinévez,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Daniel J. White,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Volker Hartenstein,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Kevin W. Eliceiri,4,5,4,0.003799804581478667,4.935168351519783e-06,0.003799804581478667,4.283631497606484e-40,
Pavel Tomančák,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Albert Cardona,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.300389495293838e-40,
Mark Hiner,4,5,4,0.0006513950711106286,0.0,0.002078018130496146,7.989497683324435e-41,
Barry E. DeZonia,4,5,4,0.0006513950711106286,0.0,0.002078018130496146,7.989497683324435e-41,
Alison E. Walter,4,5,4,0.0006513950711106286,0.0,0.002078018130496146,7.989497683324435e-41,
Ellen T. Arena,4,5,4,0.0006513950711106286,0.0,0.002078018130496146,7.989497683324435e-41,
Melissa Linkert,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Chris Allan,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Jean‐Marie Burel,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
William J. Moore,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Andrew Patterson,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Brian Loranger,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Josh Moore,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Carlos Neves,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Donald MacDonald,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Aleksandra Tarkowska,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Caitlin Sticco,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Emma Hill,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Mike Rossner,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Jason R. Swedlow,4,5,4,0.0016284876777765715,0.0,0.00241805746094097,2.252977696107555e-40,
Caroline A Schneider,4,5,4,0.00021713169037020953,0.0,0.001955781769878725,2.7130305474083085e-41,
Wayne Rasband,4,5,4,0.00021713169037020953,0.0,0.001955781769878725,2.7130305474083085e-41,
Jill Francis,2,2,2,0.0008685267614808381,0.0,0.03853608495670454,2.844126626175985e-13,
Martin Eccles,2,2,2,0.0008685267614808381,0.0,0.03853608495670454,2.844126626175985e-13,
Marie Johnston,2,2,2,0.0008685267614808381,0.0,0.03853608495670454,2.844126626175985e-13,
Anne Walker,2,2,2,0.0008685267614808381,0.0,0.03853608495670454,2.844126626175985e-13,
Robbie Foy,2,2,2,0.0008685267614808381,0.0,0.03853608495670454,2.844126626175985e-13,
Eileen Kaner,2,2,2,0.0008685267614808381,0.0,0.03853608495670454,2.844126626175985e-13,
Liz Smith,2,2,2,0.0008685267614808381,0.0,0.03853608495670454,2.844126626175985e-13,
Debbie Bonetti,2,2,2,0.0008685267614808381,0.0,0.03853608495670454,2.844126626175985e-13,
Jayne F. Tierney,2,2,2,0.00043426338074041906,0.0,0.038462215143037666,2.5967086708725503e-13,
Davina Ghersi,2,2,2,0.00043426338074041906,0.0,0.038462215143037666,2.5967086708725503e-13,
Sarah Burdett,2,2,2,0.00043426338074041906,0.0,0.038462215143037666,2.5967086708725503e-13,
Matthew R. Sydes,2,2,2,0.00043426338074041906,0.0,0.038462215143037666,2.5967086708725503e-13,
Elaine Barnett-Page,2,2,2,0.00010856584518510477,0.0,0.03845026293199259,2.5303441922039744e-13,
Richard D Riley,2,2,2,0.0013027901422212572,0.0002869806875341763,0.04428787667427746,2.3490236380315885e-11,
Anna Chaimani,2,2,2,0.0008685267614808381,5.280944478059379e-07,0.04426147240749496,4.794834639733094e-11,
Dimitris Mavridis,2,2,2,0.00043426338074041906,0.0,0.044161422681036996,4.6361381925064944e-11,
Panagiota Spyridonos,2,2,2,0.00043426338074041906,0.0,0.044161422681036996,4.6361381925064944e-11,
Georgia Salanti,2,2,2,0.0010856584518510477,0.0009120608503729937,0.051738635214364274,2.6850119713887758e-09,
Saskia C. Sanderson,2,2,2,0.00021713169037020953,0.0,0.04415616943382579,2.3203655619875724e-11,
ID Tatt,2,2,2,0.00021713169037020953,0.0,0.04415616943382579,2.3203655619875724e-11,
Adriani Nikolakopoulou,2,2,2,0.0006513950711106286,0.0,0.04425619533179809,4.717417883203004e-11,
Theodoros Papakonstantinou,2,2,2,0.0006513950711106286,0.0,0.04425619533179809,4.717417883203004e-11,
Cinzia Del Giovane,2,2,2,0.0006513950711106286,0.0,0.04425619533179809,4.717417883203004e-11,
A. E. Ades,2,2,2,0.0003256975355553143,0.0,0.05159122145176602,2.6822504738678342e-09,
Paul A. Harris,5,6,5,0.0016284876777765715,1.178782249566827e-06,0.0016284876777765715,9.66275944950616e-50,
Robert Taylor,5,6,5,0.0005428292259255238,0.0,0.000977092606665943,1.5892258182481331e-50,
Robert J. Thielke,5,6,5,0.0005428292259255238,0.0,0.000977092606665943,1.5892258182481331e-50,
Jonathon Payne,5,6,5,0.0005428292259255238,0.0,0.000977092606665943,1.5892258182481331e-50,
Nathaniel Gonzalez,5,6,5,0.0005428292259255238,0.0,0.000977092606665943,1.5892258182481331e-50,
José G. Conde,5,6,5,0.0005428292259255238,0.0,0.000977092606665943,1.5892258182481331e-50,
Robert J. Taylor,5,6,5,0.0010856584518510477,0.0,0.0012213657583324286,8.945610636978219e-50,
Brenda L. Minor,5,6,5,0.0010856584518510477,0.0,0.0012213657583324286,8.945610636978219e-50,
Veida Elliott,5,6,5,0.0010856584518510477,0.0,0.0012213657583324286,8.945610636978219e-50,
Michelle Fernández,5,6,5,0.0010856584518510477,0.0,0.0012213657583324286,8.945610636978219e-50,
Lindsay O’Neal,5,6,5,0.0010856584518510477,0.0,0.0012213657583324286,8.945610636978219e-50,
Laura McLeod,5,6,5,0.0010856584518510477,0.0,0.0012213657583324286,8.945610636978219e-50,
Giovanni Delacqua,5,6,5,0.0010856584518510477,0.0,0.0012213657583324286,8.945610636978219e-50,
Francesco Delacqua,5,6,5,0.0010856584518510477,0.0,0.0012213657583324286,8.945610636978219e-50,
Jacqueline Kirby,5,6,5,0.0010856584518510477,0.0,0.0012213657583324286,8.945610636978219e-50,
Stephany N. Duda,5,6,5,0.0010856584518510477,0.0,0.0012213657583324286,8.945610636978219e-50,
Anselm L. Strauss,6,7,6,0.00010856584518510477,0.0,0.00010856584518510477,5.319154476550209e-84,
Juliet Corbin,6,7,6,0.00010856584518510477,0.0,0.00010856584518510477,5.319154476550209e-84,
Henri Guitton,7,8,7,0.00010856584518510477,0.0,0.00010856584518510477,5.319154476550209e-84,
Sidney Siegel,7,8,7,0.00010856584518510477,0.0,0.00010856584518510477,5.319154476550209e-84,
Gordon Guyatt,2,2,2,0.0008685267614808381,1.7603148260197957e-06,0.038716958367192335,8.826609316532068e-13,
Gunn Elisabeth Vist,2,2,2,0.0006513950711106286,0.0,0.03864440563692224,6.5733757554711e-13,
Regina Kunz,2,2,2,0.000977092606665943,0.00018473875415211312,0.038650441310439036,6.574797733354388e-13,
Yngve Falck–Ytter,2,2,2,0.0006513950711106286,0.0,0.03864440563692224,6.5733757554711e-13,
Pablo Alonso‐Coello,2,2,2,0.0006513950711106286,0.0,0.03864440563692224,6.5733757554711e-13,
Holger J. Schünemann,2,2,2,0.0008685267614808381,1.7603148260197957e-06,0.038716958367192335,8.826609316532068e-13,
J. André Knottnerus,2,2,2,0.001845619368146781,0.0011020671007650178,0.0387391816265348,8.615313138368779e-13,
Ian R. White,2,2,2,0.000977092606665943,0.00012320632072472475,0.03867661769684361,6.6364850106212e-13,
John B. Carlin,2,2,2,0.0007599609162957334,0.0,0.03867258825289957,6.635536170862912e-13,
Michael Spratt,2,2,2,0.0007599609162957334,0.0,0.03867258825289957,6.635536170862912e-13,
Michael G. Kenward,2,2,2,0.0007599609162957334,0.0,0.03867258825289957,6.635536170862912e-13,
Angela Wood,2,2,2,0.0007599609162957334,0.0,0.03867258825289957,6.635536170862912e-13,
James R. Carpenter,2,2,2,0.0007599609162957334,0.0,0.03867258825289957,6.635536170862912e-13,
Jiawei Han,8,9,8,0.0007599609162957334,2.38114014412499e-06,0.001330509081417454,4.738838835054364e-61,
Micheline Kamber,8,9,8,0.00021713169037020953,0.0,0.0009062887945887006,1.086097909210614e-61,
Jian Pei,8,9,8,0.00021713169037020953,0.0,0.0009062887945887006,1.086097909210614e-61,
Ming-Syan Chen⋆,8,9,8,0.00021713169037020953,0.0,0.001202575515896545,3.733161619608426e-61,
Philip S. Yu,8,9,8,0.001411355987406362,4.738704643258644e-06,0.0017866836236177241,1.528277264226434e-60,
Hong Cheng,8,9,8,0.0003256975355553143,0.0,0.000919616570979711,1.4090358650488958e-61,
Dong Xin,8,9,8,0.0003256975355553143,0.0,0.000919616570979711,1.4090358650488958e-61,
Xifeng Yan,8,9,8,0.0003256975355553143,0.0,0.000919616570979711,1.4090358650488958e-61,
Guangchuang Yu,9,10,9,0.0017370535229616763,9.19450154662125e-07,0.0017370535229616763,4.407610211751331e-45,
Li-Gen Wang,9,10,9,0.0003256975355553143,0.0,0.0009583743574960972,3.99971794605342e-46,
Yanyan Han,9,10,9,0.0003256975355553143,0.0,0.0009583743574960972,3.99971794605342e-46,
Qing‐Yu He,9,10,9,0.0003256975355553143,0.0,0.0009583743574960972,3.99971794605342e-46,
Tianzhi Wu,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Erqiang Hu,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Shuangbin Xu,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Meijun Chen,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Pingfan Guo,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Zehan Dai,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Tingze Feng,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Lang Zhou,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Wenli Tang,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Li Zhan,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Xiaocong Fu,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Shanshan Liu,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
Xiaochen Bo,9,10,9,0.001411355987406362,0.0,0.0014627819140729905,4.32202303051424e-45,
P. Armitage,1,1,1,0.00010856584518510477,0.0,0.0001930059469957418,3.519794457700389e-77,
Andy P. Field,10,11,10,0.00021713169037020953,2.357564499133654e-08,0.00021713169037020953,3.697345350730962e-80,
Jeremy N. V. Miles,10,11,10,0.00010856584518510477,0.0,0.00014475446024680635,2.614417969890417e-80,
Raphael Gillett,10,11,10,0.00010856584518510477,0.0,0.00014475446024680635,2.614417969890417e-80,
Ian H. Witten,11,12,11,0.0006513950711106286,4.715128998267308e-08,0.0006513950711106286,1.4281075212385281e-61,
Eibe Frank,11,12,11,0.0006513950711106286,4.715128998267308e-08,0.0006513950711106286,1.4281075212385281e-61,
Mark A. Hall,11,12,11,0.00021713169037020953,0.0,0.00039083704266637716,5.5616537380015615e-62,
Mark Hall,11,12,11,0.0005428292259255238,0.0,0.0005583386323805388,1.3374611438478956e-61,
Geoffrey Holmes,11,12,11,0.0005428292259255238,0.0,0.0005583386323805388,1.3374611438478956e-61,
Bernhard Pfahringer,11,12,11,0.0005428292259255238,0.0,0.0005583386323805388,1.3374611438478956e-61,
Peter Reutemann,11,12,11,0.0005428292259255238,0.0,0.0005583386323805388,1.3374611438478956e-61,
Trevor Hastie,2,2,2,0.0006513950711106286,6.168567511983206e-05,0.043913266100255116,2.4156714675703444e-11,
J. Friedman,2,2,2,0.00021713169037020953,0.0,0.04390287857427043,2.3561452080737198e-11,
Jerome H. Friedman,2,2,2,0.00021713169037020953,0.0,0.04390287857427043,2.3561452080737198e-11,
Gareth James,2,2,2,0.0003256975355553143,0.0,0.04390547499502709,2.3761538265534153e-11,
Daniela Witten,2,2,2,0.0003256975355553143,0.0,0.04390547499502709,2.3761538265534153e-11,
John M. Chambers,2,2,2,0.00010856584518510477,0.0,0.03803266786326399,2.0342154880601022e-13,
Eric S. Lander,12,13,12,0.011290847899250896,0.004155117650335103,0.07548527470166884,0.0007802841435071347,
Lauren Linton,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Bruce W. Birren,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Chad Nusbaum,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Michael C. Zody,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Jennifer Baldwin,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Keri Devon,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Ken Dewar,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Michael P. Doyle,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
William W. Fitzhugh,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Roel Funke,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Diane Gage,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Katrina L. Harris,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Andrew Heaford,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
John G. Howland,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Lisa Kann,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Jessica A. Lehoczky,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
R Paul Levine,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Paul McEwan,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Kevin McKernan,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
James C. Meldrim,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Jill P. Mesirov,12,13,12,0.011507979589621105,0.00766319440020572,0.07613554268186985,0.0007805173596049228,
Cher Miranda,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
William Morris,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Jerome W. Naylor,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Christina Raymond,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Mark Rosetti,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Ralph Santos,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Andrew Sheridan,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Carrie Sougnez,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Nicole Stange-Thomann,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Nikola M. Stojanović,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Aravind Subramanian,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Dudley Wyman,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
Jane Rogers,12,13,12,0.010748018673325373,0.0,0.07245731765478362,0.0007794839424006048,
